"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MYS","TAXENV","MOTORVEH","PC_GDP","A","2015",0.22742918849113,
"MLT","TAXENV","ENRG","PC_GDP","A","2015",1.4465875780588,
"MLT","TAXENV","ENRG","PC_GDP","A","2016",1.4117829399628,
"MLT","TAXENV","OTH","PC_GDP","A","2015",0.2311360310831,"E"
"MLT","TAXENV","OTH","PC_GDP","A","2016",0.18806781262702,"E"
"MLT","TAXENV","TOT","PC_GDP","A","2015",2.8140351067602,
"MLT","TAXENV","TOT","PC_GDP","A","2016",2.7019344183665,
"MLT","TAXENV","MOTORVEH","PC_GDP","A","2015",1.1363103872577,
"MLT","TAXENV","MOTORVEH","PC_GDP","A","2016",1.1020849129174,
"MUS","TAXENV","ENRG","PC_GDP","A","2015",0.80306981320258,
"MUS","TAXENV","OTH","PC_GDP","A","2015",0.21276040149688,"E"
"MUS","TAXENV","TOT","PC_GDP","A","2015",2.5484303612297,"E"
"MUS","TAXENV","MOTORVEH","PC_GDP","A","2015",1.5326006435333,
"MAR","TAXENV","MOTORVEH","PC_GDP","A","2015",0.19830200852695,
"NIC","TAXENV","ENRG","PC_GDP","A","2015",1.2778525869321,
"NIC","TAXENV","ENRG","PC_GDP","A","2016",1.3291001309713,
"NIC","TAXENV","OTH","PC_GDP","A","2015",0,
"NIC","TAXENV","OTH","PC_GDP","A","2016",0,
"NIC","TAXENV","TOT","PC_GDP","A","2015",1.2953111465604,
"NIC","TAXENV","TOT","PC_GDP","A","2016",1.3380781979515,
"NIC","TAXENV","MOTORVEH","PC_GDP","A","2015",0.0174585596283,
"NIC","TAXENV","MOTORVEH","PC_GDP","A","2016",0.00897806698021,
"NER","TAXENV","ENRG","PC_GDP","A","2015",0.60230252253992,
"NER","TAXENV","OTH","PC_GDP","A","2015",0.28736592715262,
"NER","TAXENV","TOT","PC_GDP","A","2015",1.0143092133807,
"NER","TAXENV","MOTORVEH","PC_GDP","A","2015",0.12464324435584,
"PAN","TAXENV","ENRG","PC_GDP","A","2015",0.44837364932367,
"PAN","TAXENV","ENRG","PC_GDP","A","2016",0.48711926091864,
"PAN","TAXENV","OTH","PC_GDP","A","2015",0,
"PAN","TAXENV","OTH","PC_GDP","A","2016",0,
"PAN","TAXENV","TOT","PC_GDP","A","2015",0.78601491410857,
"PAN","TAXENV","TOT","PC_GDP","A","2016",0.80523240760917,
"PAN","TAXENV","MOTORVEH","PC_GDP","A","2015",0.3376412647849,
"PAN","TAXENV","MOTORVEH","PC_GDP","A","2016",0.31811314669053,
"PRY","TAXENV","ENRG","PC_GDP","A","2015",1.2501716886686,
"PRY","TAXENV","ENRG","PC_GDP","A","2016",1.1771554210641,
"PRY","TAXENV","OTH","PC_GDP","A","2015",0,
"PRY","TAXENV","OTH","PC_GDP","A","2016",0,
"PRY","TAXENV","TOT","PC_GDP","A","2015",1.3197080637799,
"PRY","TAXENV","TOT","PC_GDP","A","2016",1.2483203633823,
"PRY","TAXENV","MOTORVEH","PC_GDP","A","2015",0.06953637511133,
"PRY","TAXENV","MOTORVEH","PC_GDP","A","2016",0.07116494231818,
"PER","TAXENV","ENRG","PC_GDP","A","2015",0.42072911562172,
"PER","TAXENV","ENRG","PC_GDP","A","2016",0.42372299194672,
"PER","TAXENV","OTH","PC_GDP","A","2015",0,"E"
"PER","TAXENV","OTH","PC_GDP","A","2016",0,"E"
"PER","TAXENV","TOT","PC_GDP","A","2015",0.46739866501122,"E"
"PER","TAXENV","TOT","PC_GDP","A","2016",0.47071278351452,"E"
"PER","TAXENV","MOTORVEH","PC_GDP","A","2015",0.04666954938949,
"PER","TAXENV","MOTORVEH","PC_GDP","A","2016",0.04698979156779,
"PHL","TAXENV","ENRG","PC_GDP","A","2015",0.0892355705027,
"PHL","TAXENV","OTH","PC_GDP","A","2015",0.01656647781993,
"PHL","TAXENV","TOT","PC_GDP","A","2015",0.22231577149885,
"PHL","TAXENV","MOTORVEH","PC_GDP","A","2015",0.1165136713781,
"ROU","TAXENV","ENRG","PC_GDP","A","2015",2.1742031773055,
"ROU","TAXENV","ENRG","PC_GDP","A","2016",2.0830302215492,
"ROU","TAXENV","OTH","PC_GDP","A","2015",0.00499316623801,
"ROU","TAXENV","OTH","PC_GDP","A","2016",0.00613881555115,
"ROU","TAXENV","TOT","PC_GDP","A","2015",2.4311715924346,
"ROU","TAXENV","TOT","PC_GDP","A","2016",2.3242303404041,
"ROU","TAXENV","MOTORVEH","PC_GDP","A","2015",0.25197532331895,
"ROU","TAXENV","MOTORVEH","PC_GDP","A","2016",0.23506138170978,
"RWA","TAXENV","ENRG","PC_GDP","A","2015",0.79521575746319,
"RWA","TAXENV","OTH","PC_GDP","A","2015",0,
"RWA","TAXENV","TOT","PC_GDP","A","2015",1.3509007407609,
"RWA","TAXENV","MOTORVEH","PC_GDP","A","2015",0.55568498329768,
"SEN","TAXENV","ENRG","PC_GDP","A","2015",1.6233858140757,
"SEN","TAXENV","OTH","PC_GDP","A","2015",0.03988107202291,
"SEN","TAXENV","TOT","PC_GDP","A","2015",1.6632664080791,
"SEN","TAXENV","MOTORVEH","PC_GDP","A","2015",0,
"SEN","TAXENV","MOTORVEH","PC_GDP","A","2016",0,
"SGP","TAXENV","ENRG","PC_GDP","A","2015",0.14163790560123,
"SGP","TAXENV","OTH","PC_GDP","A","2015",0,
"SGP","TAXENV","TOT","PC_GDP","A","2015",0.23807736692356,
"SGP","TAXENV","MOTORVEH","PC_GDP","A","2015",0.09643946132234,
"SVN","TAXENV","ENRG","PC_GDP","A","2015",2.9922710657302,
"SVN","TAXENV","ENRG","PC_GDP","A","2016",3.0068675312902,
"SVN","TAXENV","OTH","PC_GDP","A","2015",0.5048465223484,
"SVN","TAXENV","OTH","PC_GDP","A","2016",0.49944707988411,
"SVN","TAXENV","TOT","PC_GDP","A","2015",3.9454181774676,
"SVN","TAXENV","TOT","PC_GDP","A","2016",3.9468463507718,
"SVN","TAXENV","MOTORVEH","PC_GDP","A","2015",0.44830101602021,
"SVN","TAXENV","MOTORVEH","PC_GDP","A","2016",0.44053183498288,
"ZAF","TAXENV","TOT","PC_GDP","A","2015",1.5483901902414,
"ZAF","TAXENV","MOTORVEH","PC_GDP","A","2015",0.13209934072406,
"SWZ","TAXENV","ENRG","PC_GDP","A","2015",1.3400116457884,
"SWZ","TAXENV","OTH","PC_GDP","A","2015",0,
"SWZ","TAXENV","TOT","PC_GDP","A","2015",1.4324799417083,
"SWZ","TAXENV","MOTORVEH","PC_GDP","A","2015",0.09246829591993,
"TGO","TAXENV","ENRG","PC_GDP","A","2015",1.3514520606836,
"TGO","TAXENV","OTH","PC_GDP","A","2015",0.0193971302197,
"TGO","TAXENV","TOT","PC_GDP","A","2015",1.3733930670879,
"TGO","TAXENV","MOTORVEH","PC_GDP","A","2015",0.00254615223968,
"TTO","TAXENV","ENRG","PC_GDP","A","2015",0.05691876683563,
"TTO","TAXENV","ENRG","PC_GDP","A","2016",0.09419415110537,
"TTO","TAXENV","OTH","PC_GDP","A","2015",0,
"TTO","TAXENV","OTH","PC_GDP","A","2016",0,
"TTO","TAXENV","TOT","PC_GDP","A","2015",0.42955402945407,
"TTO","TAXENV","TOT","PC_GDP","A","2016",0.48464182404619,
"TTO","TAXENV","MOTORVEH","PC_GDP","A","2015",0.37263526261844,
"TTO","TAXENV","MOTORVEH","PC_GDP","A","2016",0.39044767294082,
"TUN","TAXENV","ENRG","PC_GDP","A","2015",0.36035533237912,
"TUN","TAXENV","OTH","PC_GDP","A","2015",0,
"TUN","TAXENV","TOT","PC_GDP","A","2015",1.2610762195472,
"TUN","TAXENV","MOTORVEH","PC_GDP","A","2015",0.90072088716806,
"UGA","TAXENV","ENRG","PC_GDP","A","2015",1.5653422437016,
"UGA","TAXENV","OTH","PC_GDP","A","2015",0,
"UGA","TAXENV","TOT","PC_GDP","A","2015",1.6854281576722,
"UGA","TAXENV","MOTORVEH","PC_GDP","A","2015",0.12008591397055,
"URY","TAXENV","ENRG","PC_GDP","A","2015",0.96826400645365,
"URY","TAXENV","ENRG","PC_GDP","A","2016",0.96009389405222,
"URY","TAXENV","OTH","PC_GDP","A","2015",0,
"URY","TAXENV","OTH","PC_GDP","A","2016",0,
"URY","TAXENV","TOT","PC_GDP","A","2015",1.7621319317569,
"URY","TAXENV","TOT","PC_GDP","A","2016",1.7320188852649,
"URY","TAXENV","MOTORVEH","PC_GDP","A","2015",0.7938679253033,
"URY","TAXENV","MOTORVEH","PC_GDP","A","2016",0.77192499121267,
"SRB","TAXENV","ENRG","PC_GDP","A","2015",3.5835601315301,
"SRB","TAXENV","ENRG","PC_GDP","A","2016",3.796314626068,
"SRB","TAXENV","OTH","PC_GDP","A","2015",0.33447616361539,
"SRB","TAXENV","OTH","PC_GDP","A","2016",0.38570348778819,
"SRB","TAXENV","TOT","PC_GDP","A","2015",4.2094366420239,
"SRB","TAXENV","TOT","PC_GDP","A","2016",4.4776605737875,
"SRB","TAXENV","MOTORVEH","PC_GDP","A","2015",0.29140087156173,
"SRB","TAXENV","MOTORVEH","PC_GDP","A","2016",0.29564203590884,
"OECD","TAXENV","ENRG","PC_GDP","A","2015",1.168431153934,"E"
"OECD","TAXENV","ENRG","PC_GDP","A","2016",1.1729079022617,"E"
"OECD","TAXENV","OTH","PC_GDP","A","2015",0.05522489599908,"E"
"OECD","TAXENV","OTH","PC_GDP","A","2016",0.05667950098696,"E"
"OECD","TAXENV","TOT","PC_GDP","A","2015",1.6281527435817,"E"
"OECD","TAXENV","TOT","PC_GDP","A","2016",1.6293495056631,"E"
"OECD","TAXENV","MOTORVEH","PC_GDP","A","2015",0.40449669364862,"E"
"OECD","TAXENV","MOTORVEH","PC_GDP","A","2016",0.39976210215983,"E"
"OECDE","TAXENV","ENRG","PC_GDP","A","2015",1.834652971045,
"OECDE","TAXENV","ENRG","PC_GDP","A","2016",1.8358581906854,"E"
"OECDE","TAXENV","OTH","PC_GDP","A","2015",0.10215673246273,"E"
"OECDE","TAXENV","OTH","PC_GDP","A","2016",0.10628214226927,"E"
"OECDE","TAXENV","TOT","PC_GDP","A","2015",2.4665653414174,"E"
"OECDE","TAXENV","TOT","PC_GDP","A","2016",2.4660970164904,"E"
"OECDE","TAXENV","MOTORVEH","PC_GDP","A","2015",0.52975563695711,"E"
"OECDE","TAXENV","MOTORVEH","PC_GDP","A","2016",0.52395668135741,"E"
